name,type,value,date
最佳男主角,A-Lin,58.79,2017年第48期
墨水笔与橡皮擦 官方版,李凯馨,58,2017年第48期
阿娘喂 官方版,朱主爱,56.79,2017年第48期
明天 官方版,王诗安 方大同,54.18,2017年第48期
谁是老大 电影《奇门遁甲》主题曲,伍佰 李治廷 大鹏,54.07,2017年第48期
那个女孩 官方版,李凯馨,48.93,2017年第48期
Without Her,周兴哲,46.97,2017年第48期
Chocolate,简恺乐,45.17,2017年第48期
OKAY 官方版,王嘉尔(GOT7),99,2017年第49期
即刻救援 官方版,赤世代,68.25,2017年第49期
跳舞的梵谷 官方版,孙燕姿,56.46,2017年第49期
幸福路上 电影《幸福路上》同名主题曲,蔡依林,53.29,2017年第49期
你在我的爱情里 官方版,杜德伟,49.94,2017年第49期
徕卡味 官方版,王诗安,47.65,2017年第49期
永恒的印记 官方版,张信哲 张艾嘉,45.84,2017年第49期
Knock Knock Knock 官方版,吴映洁,43.91,2017年第49期
天生一对 官方版,薛凯琪 方大同,42.42,2017年第49期
几乎,曾之乔,41.88,2017年第49期
明天 官方版,王诗安 方大同,41.24,2017年第49期
谁是老大 电影《奇门遁甲》主题曲,伍佰 李治廷 大鹏,40.46,2017年第49期
天生一对 电影《天生不对》主题曲,薛凯琪,39.44,2017年第49期
自我意识 官方版,陈冠希,38.93,2017年第49期
最佳男主角,A-Lin,37.41,2017年第49期
三人行,简恺乐 鼓鼓 罗志祥,36.72,2017年第49期
蓝色Monday 官方版,卫兰 袁娅维,36.33,2017年第49期
咱们结婚好吗 官方版,萧煌奇 安心亚,35.9,2017年第49期
阿娘喂 官方版,朱主爱,33.19,2017年第49期
那个女孩 官方版,李凯馨,31.97,2017年第49期
OKAY 官方版,王嘉尔(GOT7),99,2017年第50期
终于结束的起点 官方完整版,五月天,70.05,2017年第50期
即刻救援 官方版,赤世代,67.7,2017年第50期
重生 电影《解忧杂货店》主题曲,容祖儿,61.83,2017年第50期
言不由衷 官方版,徐佳莹,58.73,2017年第50期
夜来妖 电影《二代妖精之今生有幸》主题曲,陈冠希,58.41,2017年第50期
幸福路上 电影《幸福路上》同名主题曲,蔡依林,51.71,2017年第50期
My Girl,敖犬 吴映洁,51.48,2017年第50期
你在我的爱情里 官方版,杜德伟,49.77,2017年第50期
徕卡味 官方版,王诗安,46,2017年第50期
谁是老大 电影《奇门遁甲》主题曲,伍佰 李治廷 大鹏,41.88,2017年第50期
永恒的印记 官方版,张信哲 张艾嘉,40.62,2017年第50期
Knock Knock Knock 官方版,吴映洁,40.29,2017年第50期
最佳男主角,A-Lin,40.04,2017年第50期
天生一对 官方版,薛凯琪 方大同,38.91,2017年第50期
几乎,曾之乔,38.13,2017年第50期
明天 官方版,王诗安 方大同,37.03,2017年第50期
蓝色Monday 官方版,卫兰 袁娅维,36.69,2017年第50期
咱们结婚好吗 官方版,萧煌奇 安心亚,36.35,2017年第50期
阿娘喂 官方版,朱主爱,35.75,2017年第50期
OKAY 官方版,王嘉尔(GOT7),97.76,2017年第51期
英雄故事 电影《机器之血》主题曲,成龙,85.05,2017年第51期
伟大的渺小 官方版,林俊杰,74.86,2017年第51期
Until The Day 官方版,林俊杰,67.7,2017年第51期
终于结束的起点 官方完整版,五月天,66.75,2017年第51期
即刻救援 官方版,赤世代,64.38,2017年第51期
言不由衷 官方版,徐佳莹,54.52,2017年第51期
我怎么可能与你无关 官方版,王子（邱胜翊）,53.24,2017年第51期
重生 电影《解忧杂货店》主题曲,容祖儿,52.8,2017年第51期
夜来妖 电影《二代妖精之今生有幸》主题曲,陈冠希,49.24,2017年第51期
Buddy Buddy 官方版,SpeXial,48.04,2017年第51期
幸福路上 电影《幸福路上》同名主题曲,蔡依林,46.17,2017年第51期
你在我的爱情里 官方版,杜德伟,44.51,2017年第51期
谁是老大 电影《奇门遁甲》主题曲,伍佰 李治廷 大鹏,44.35,2017年第51期
左手天才右手疯子 电影《心理罪之城市之光》推广曲,萧煌奇,40.98,2017年第51期
Knock Knock Knock 官方版,吴映洁,40.34,2017年第51期
永恒的印记 官方版,张信哲 张艾嘉,39.58,2017年第51期
徕卡味 官方版,王诗安,39.1,2017年第51期
天生一对 官方版,薛凯琪 方大同,38,2017年第51期
蓝色Monday 官方版,卫兰 袁娅维,36.08,2017年第51期
OKAY 官方版,王嘉尔(GOT7),99,2017年第52期
伟大的渺小 官方版,林俊杰,73.73,2017年第52期
Until The Day 官方版,林俊杰,65.9,2017年第52期
如果雨之后 官方版,周兴哲,62.15,2017年第52期
终于结束的起点 官方完整版,五月天,61.63,2017年第52期
英雄故事 电影《机器之血》主题曲,成龙,60.97,2017年第52期
言不由衷 官方版,徐佳莹,57.33,2017年第52期
即刻救援 官方版,赤世代,51.81,2017年第52期
夜来妖 电影《二代妖精之今生有幸》主题曲,陈冠希,51.32,2017年第52期
重生 电影《解忧杂货店》主题曲,容祖儿,50.19,2017年第52期
Buddy Buddy 官方版,SpeXial,49.76,2017年第52期
左手天才右手疯子 电影《心理罪之城市之光》推广曲,萧煌奇,46.73,2017年第52期
我怎么可能与你无关 官方版,王子（邱胜翊）,46.21,2017年第52期
幸福路上 电影《幸福路上》同名主题曲,蔡依林,44.6,2017年第52期
天生一对 官方版,薛凯琪 方大同,44.01,2017年第52期
你在我的爱情里 官方版,杜德伟,41.91,2017年第52期
永恒的印记 官方版,张信哲 张艾嘉,37.42,2017年第52期
只剩爱 官方版,方泂镔,36.15,2017年第52期
蓝色Monday 官方版,卫兰 袁娅维,35.89,2017年第52期
几乎,曾之乔,35.77,2017年第52期
OKAY 官方版,王嘉尔(GOT7),97.88,2017年第53期
黑夜问白天 官方版,林俊杰,79.06,2017年第53期
伟大的渺小 官方版,林俊杰,72.26,2017年第53期
可惜了 官方版,齐秦 马思纯,66.99,2017年第53期
什么什么 电影《捉妖记2》主题曲,蔡依林,63.31,2017年第53期
粉丝 电影《二代妖精之今生有幸》片尾曲,刘若英,59.18,2017年第53期
Until The Day 官方版,林俊杰,58.33,2017年第53期
奇迹 官方版,南拳妈妈,58.01,2017年第53期
终于结束的起点 官方完整版,五月天,57.14,2017年第53期
安可 官方版,SpeXial,56.88,2017年第53期
灰色 官方版,徐佳莹,56.23,2017年第53期
Don't let it go 官方版,薛凯琪,54.58,2017年第53期
黏黏 官方版,周兴哲 许玮甯,54.23,2017年第53期
言不由衷 官方版,徐佳莹,52.29,2017年第53期
夜来妖 电影《二代妖精之今生有幸》主题曲,陈冠希,49.56,2017年第53期
如果雨之后 官方版,周兴哲,48.76,2017年第53期
英雄故事 电影《机器之血》主题曲,成龙,48.6,2017年第53期
幸福路上 电影《幸福路上》同名主题曲,蔡依林,47.46,2017年第53期
重生 电影《解忧杂货店》主题曲,容祖儿,42.36,2017年第53期
Buddy Buddy 官方版,SpeXial,42.26,2017年第53期
OKAY 官方版,王嘉尔(GOT7),97.14,2018年第01期
黑夜问白天 官方版,林俊杰,78.55,2018年第01期
伟大的渺小 官方版,林俊杰,74.77,2018年第01期
什么什么 电影《捉妖记2》主题曲,蔡依林,73.29,2018年第01期
粉丝 电影《二代妖精之今生有幸》片尾曲,刘若英,61.58,2018年第01期
Until The Day 官方版,林俊杰,58.13,2018年第01期
可惜了 官方版,齐秦 马思纯,57.8,2018年第01期
终于结束的起点 官方完整版,五月天,56.71,2018年第01期
黏黏 官方版,周兴哲 许玮甯,55.81,2018年第01期
奇迹 官方版,南拳妈妈,54.8,2018年第01期
20 官方版,王心凌,54.17,2018年第01期
言不由衷 官方版,徐佳莹,52.87,2018年第01期
爱上了你 官方版,王子（邱胜翊）,49.48,2018年第01期
主角 官方版,王诗安,47.69,2018年第01期
灰色 官方版,徐佳莹,47.59,2018年第01期
夜来妖 电影《二代妖精之今生有幸》主题曲,陈冠希,47.17,2018年第01期
重生 电影《解忧杂货店》主题曲,容祖儿,45.57,2018年第01期
如果雨之后 官方版,周兴哲,44.12,2018年第01期
WIGA 官方版,阿沁,43.42,2018年第01期
安可 官方版,SpeXial,42.6,2018年第01期
OKAY 官方版,王嘉尔(GOT7),97.94,2018年第02期
黑夜问白天 官方版,林俊杰,74.31,2018年第02期
I am leaving 官方版,梁晓珺,70.97,2018年第02期
伟大的渺小 官方版,林俊杰,67.93,2018年第02期
言外之意 官方版,品冠,64.83,2018年第02期
眉飞色舞PLUS 官方版,郑秀文 八三夭乐团,63.16,2018年第02期
什么什么 电影《捉妖记2》主题曲,蔡依林,60.55,2018年第02期
Until The Day 官方版,林俊杰,59.68,2018年第02期
终于结束的起点 官方完整版,五月天,58.69,2018年第02期
20 官方版,王心凌,56.83,2018年第02期
可惜了 官方版,齐秦 马思纯,52.02,2018年第02期
言不由衷 官方版,徐佳莹,51.92,2018年第02期
粉丝 电影《二代妖精之今生有幸》片尾曲,刘若英,51.68,2018年第02期
夜来妖 电影《二代妖精之今生有幸》主题曲,陈冠希,49.92,2018年第02期
奇迹 官方版,南拳妈妈,48.65,2018年第02期
如果雨之后 官方版,周兴哲,45.36,2018年第02期
黏黏 官方版,周兴哲 许玮甯,43.61,2018年第02期
灰色 官方版,徐佳莹,42.34,2018年第02期
Buddy Buddy 官方版,SpeXial,41.88,2018年第02期
重生 电影《解忧杂货店》主题曲,容祖儿,41.76,2018年第02期
OKAY 官方版,王嘉尔(GOT7),98.56,2018年第03期
无问西东 电影《无问西东》同名推广曲,王菲,77.98,2018年第03期
黑夜问白天 官方版,林俊杰,74.22,2018年第03期
再见英雄 电影《英雄本色2018》主题曲,王力宏,72.07,2018年第03期
伟大的渺小 官方版,林俊杰,69.57,2018年第03期
Don't Let It Go 舞蹈版,薛凯琪,64.67,2018年第03期
终于结束的起点 官方完整版,五月天,62.5,2018年第03期
皮囊 官方版,萧敬腾,61.34,2018年第03期
心里学 官方版,徐佳莹,61.05,2018年第03期
Until The Day 官方版,林俊杰,58.61,2018年第03期
20 官方版,王心凌,57.1,2018年第03期
什么什么 电影《捉妖记2》主题曲,蔡依林,56.83,2018年第03期
眉飞色舞PLUS 官方版,郑秀文 八三夭乐团,55.62,2018年第03期
言不由衷 官方版,徐佳莹,51.03,2018年第03期
粉丝 电影《二代妖精之今生有幸》片尾曲,刘若英,50.81,2018年第03期
可惜了 官方版,齐秦 马思纯,49.01,2018年第03期
言外之意 官方版,品冠,47.39,2018年第03期
如果雨之后 官方版,周兴哲,47.07,2018年第03期
夜来妖 电影《二代妖精之今生有幸》主题曲,陈冠希,45.49,2018年第03期
灰色 官方版,徐佳莹,43.91,2018年第03期
剩下了自己 电视剧《恋爱先生》主题曲,张韶涵,98.38,2018年第04期
小瓶子 官方版,林俊杰,95.94,2018年第04期
黑夜问白天 官方版,林俊杰,84.19,2018年第04期
伟大的渺小 官方版,林俊杰,77.27,2018年第04期
无问西东 电影《无问西东》同名推广曲,王菲,76.93,2018年第04期
皮囊 官方版,萧敬腾,71.38,2018年第04期
Until The Day 官方版,林俊杰,70.55,2018年第04期
再见英雄 电影《英雄本色2018》主题曲,王力宏,67.83,2018年第04期
终于结束的起点 官方完整版,五月天,66.96,2018年第04期
20 官方版,王心凌,62.44,2018年第04期
什么什么 电影《捉妖记2》主题曲,蔡依林,61.33,2018年第04期
不会哭的人 官方版,品冠,58.35,2018年第04期
夜来妖 电影《二代妖精之今生有幸》主题曲,陈冠希,54.83,2018年第04期
Don't Let It Go 舞蹈版,薛凯琪,54.57,2018年第04期
可惜了 官方版,齐秦 马思纯,53.26,2018年第04期
心里学 官方版,徐佳莹,51.93,2018年第04期
Buddy Buddy 官方版,SpeXial,51.75,2018年第04期
粉丝 电影《二代妖精之今生有幸》片尾曲,刘若英,51.49,2018年第04期
言不由衷 官方版,徐佳莹,49.61,2018年第04期
重生 电影《解忧杂货店》主题曲,容祖儿,47.88,2018年第04期
没离开过 电影《南极之恋》推广曲,张韶涵,98.51,2018年第05期
剩下了自己 电视剧《恋爱先生》主题曲,张韶涵,93.01,2018年第05期
小瓶子 官方版,林俊杰,89.43,2018年第05期
我继续 Eagle’s Eye 官方版,林俊杰,85.68,2018年第05期
黑夜问白天 官方版,林俊杰,81.7,2018年第05期
伟大的渺小 官方版,林俊杰,78.43,2018年第05期
我们真的幸福了吗,彭佳慧 范玮琪,73.8,2018年第05期
无问西东 电影《无问西东》同名推广曲,王菲,70.36,2018年第05期
Until The Day 官方版,林俊杰,68.62,2018年第05期
什么什么 电影《捉妖记2》主题曲,蔡依林,63.26,2018年第05期
皮囊 官方版,萧敬腾,60.8,2018年第05期
20 官方版,王心凌,60.61,2018年第05期
Buddy Buddy 官方版,SpeXial,58.8,2018年第05期
眉飞色舞PLUS 官方版,郑秀文 八三夭乐团,54.66,2018年第05期
不会哭的人 官方版,品冠,51.73,2018年第05期
可惜了 官方版,齐秦 马思纯,51.19,2018年第05期
粉丝 电影《二代妖精之今生有幸》片尾曲,刘若英,50.96,2018年第05期
再见英雄 电影《英雄本色2018》主题曲,王力宏,50.84,2018年第05期
奇迹 官方版,南拳妈妈,48.7,2018年第05期
安可 官方版,SpeXial,44.97,2018年第05期
没离开过 电影《南极之恋》推广曲,张韶涵,98.4,2018年第06期
我继续 Eagle’s Eye 官方版,林俊杰,92.15,2018年第06期
剩下了自己 电视剧《恋爱先生》主题曲,张韶涵,88.33,2018年第06期
小瓶子 官方版,林俊杰,83.48,2018年第06期
什么歌 电影《捉妖记2》主题曲,五月天,82.84,2018年第06期
黑夜问白天 官方版,林俊杰,81.74,2018年第06期
声优 官方版,林采欣,76.34,2018年第06期
我知道要微笑,周兴哲,68.2,2018年第06期
无问西东 电影《无问西东》同名推广曲,王菲,66.42,2018年第06期
我们真的幸福了吗,彭佳慧 范玮琪,64.37,2018年第06期
什么什么 电影《捉妖记2》主题曲,蔡依林,62.9,2018年第06期
名不虚传 官方版,赵传,61.79,2018年第06期
20 官方版,王心凌,57.52,2018年第06期
粉丝 电影《二代妖精之今生有幸》片尾曲,刘若英,54.23,2018年第06期
可惜了 官方版,齐秦 马思纯,52.8,2018年第06期
再见英雄 电影《英雄本色2018》主题曲,王力宏,50.99,2018年第06期
如果雨之后 官方版,周兴哲,50.32,2018年第06期
皮囊 官方版,萧敬腾,50.24,2018年第06期
遗忘 官方版,庆庆,49.42,2018年第06期
黏黏 官方版,周兴哲 许玮甯,48.26,2018年第06期
什么歌 电影《捉妖记2》主题曲,五月天,94.33,2018年第07期
没离开过 电影《南极之恋》推广曲,张韶涵,94.23,2018年第07期
剩下了自己 电视剧《恋爱先生》主题曲,张韶涵,83.03,2018年第07期
现在不跳舞要干嘛 官方版,徐佳莹,80.44,2018年第07期
黑夜问白天 官方版,林俊杰,79.38,2018年第07期
Random Day 官方版,王诗安 王若琳,77.34,2018年第07期
小瓶子 官方版,林俊杰,74.84,2018年第07期
我继续 Eagle’s Eye 官方版,林俊杰,74.79,2018年第07期
苍穹 官方版,Faye飞,73.12,2018年第07期
家里 官方版,朱主爱,66.79,2018年第07期
无问西东 电影《无问西东》同名推广曲,王菲,61.78,2018年第07期
什么什么 电影《捉妖记2》主题曲,蔡依林,57.45,2018年第07期
我们真的幸福了吗,彭佳慧 范玮琪,56.98,2018年第07期
声优 官方版,林采欣,53.77,2018年第07期
粉丝 电影《二代妖精之今生有幸》片尾曲,刘若英,50.54,2018年第07期
我知道要微笑,周兴哲,46.76,2018年第07期
20 官方版,王心凌,46.73,2018年第07期
眉飞色舞PLUS 官方版,郑秀文 八三夭乐团,46.31,2018年第07期
主角 官方版,王诗安,44.99,2018年第07期
心里学 官方版,徐佳莹,42.79,2018年第07期
没离开过 电影《南极之恋》推广曲,张韶涵,94.96,2018年第08期
什么歌 电影《捉妖记2》主题曲,五月天,91.9,2018年第08期
剩下了自己 电视剧《恋爱先生》主题曲,张韶涵,84.52,2018年第08期
小瓶子 官方版,林俊杰,81.74,2018年第08期
Random Day 官方版,王诗安 王若琳,80.52,2018年第08期
我继续 Eagle’s Eye 官方版,林俊杰,78.29,2018年第08期
现在不跳舞要干嘛 官方版,徐佳莹,70.39,2018年第08期
无问西东 电影《无问西东》同名推广曲,王菲,70.05,2018年第08期
家里 官方版,朱主爱,64.05,2018年第08期
苍穹 官方版,Faye飞,61.86,2018年第08期
20 官方版,王心凌,55.62,2018年第08期
眉飞色舞PLUS 官方版,郑秀文 八三夭乐团,52.68,2018年第08期
我们真的幸福了吗,彭佳慧 范玮琪,52.59,2018年第08期
我知道要微笑,周兴哲,49.76,2018年第08期
皮囊 官方版,萧敬腾,46.93,2018年第08期
主角 官方版,王诗安,45.05,2018年第08期
声优 官方版,林采欣,44.74,2018年第08期
再见英雄 电影《英雄本色2018》主题曲,王力宏,42.43,2018年第08期
