name,type,value,date
《人间精品》,专辑,7,2018.08.27
《Reloaded 重启》,专辑,6,2018.08.27
《新的心跳》,专辑,5,2018.08.27
《C’mon In~》,专辑,4,2018.08.27
《Animal》,专辑,3,2018.08.27
大张伟《人间精品》（LP黑胶大碟）,专辑,2,2018.08.27
《源头》,专辑,1,2018.08.27
《人间精品》,专辑,10,2018.09.03
《Reloaded 重启》,专辑,9,2018.09.03
《新的心跳》,专辑,8,2018.09.03
《Purpose 目标 （普通版）》,专辑,7,2018.09.03
《Revival 复苏》,专辑,6,2018.09.03
《NEW WORLD》,专辑,5,2018.09.03
《库仑定律》,专辑,4,2018.09.03
《C’mon In~》,专辑,3,2018.09.03
《Animal》,专辑,2,2018.09.03
《宝贝》,专辑,1,2018.09.03
